,kota,NNS,O
,",",",",O
,termasuk,VBG,O
,Roma,NNP,B-geo
,",",",",O
,Paris,NNP,B-geo
,",",",",O
,Dan,CC,O
,Madrid,NNP,B-geo
,.,.,O
Sentence: 8,Itu,DT,O
,Internasional,NNP,B-org
,Atom,NNP,I-org
,Energi,NNP,I-org
,Agen,NNP,I-org
,adalah,VBZ,O
,ke,TO,O
,memegang,VB,O
,Kedua,JJ,O
,hari,NN,O
,dari,IN,O
,pembicaraan,NNS,O
,di dalam,IN,O
,Wina,NNP,B-geo
,Rabu,NNP,B-tim
,pada,IN,O
,Bagaimana,WRB,O
,ke,TO,O
,menanggapi,VB,O
,ke,TO,O
,Iran,NNP,B-gpe
,S,POS,O
,dimulainya kembali,NN,O
,dari,IN,O
,level rendah,JJ,O
,uranium,NN,O
,konversi,NN,O
,.,.,O
Sentence: 9,Iran,NNP,B-gpe
,ini,DT,O
,pekan,NN,O
,restart,VBD,O
,Bagian,NNS,O
,dari,IN,O
,itu,DT,O
,konversi,NN,O
,proses,NN,O
,pada,IN,O
,-nya,PRP$,O
,Isfahan,NNP,B-geo
,nuklir,JJ,O
,tanaman,NN,O
,.,.,O
Sentence: 10,Iran,JJ,B-gpe
,pejabat,NNS,O
,mengatakan,VBP,O
,mereka,PRP,O
,mengharapkan,VBP,O
,ke,TO,O
,mendapatkan,VB,O
,mengakses,NN,O
,ke,TO,O
,tertutup,JJ,O
,peka,JJ,O
,Bagian,NNS,O
,dari,IN,O
,itu,DT,O
,tanaman,NN,O
,Rabu,NNP,B-tim
,",",",",O
,setelah,IN,O
,sebuah,DT,O
,Iaea,NNP,B-org
,pengawasan,NN,O
,sistem,NN,O
,dimulai,VBZ,O
,berfungsi,VBG,O
,.,.,O
Sentence: 11,Itu,DT,O
,melangkah,NN,O
,akan,MD,O
,mengizinkan,VB,O
,itu,DT,O
,fasilitas,NN,O
,ke,TO,O
,beroperasi,VB,O
,pada,IN,O
,penuh,JJ,O
,kapasitas,NN,O
,.,.,O
Sentence: 12,Itu,DT,O
,Eropa,NNP,I-org
,Persatuan,NNP,B-org
,",",",",O
,dengan,IN,O
,KITA.,NNP,B-gpe
,mendukung,NN,O
,",",",",O
,memiliki,VBZ,O
,terancam,VBN,O
,ke,TO,O
,merujuk,VB,O
,Iran,NNP,B-gpe
,ke,TO,O
,itu,DT,O
,U.N.,NNP,B-org
,Keamanan,NNP,I-org
,Dewan,NNP,I-org
,",",",",O
,yang,WDT,O
,bisa,MD,O
,memaksakan,VB,O
,Sanksi,NNS,O
,jika,IN,O
,dia,PRP,O
,menemukan,VBZ,O
,Teheran,NNP,B-gpe
,memiliki,VBZ,O
,dilanggar,VBN,O
,itu,DT,O
,Nuklir,NNP,B-art
,Non-proliferasi,NNP,I-art
,perjanjian,NN,O
,.,.,O
Sentence: 13,Iran,NNP,B-gpe
,S,POS,O
,baru,JJ,O
,Presiden,NNP,B-per
,Mahmoud,NNP,I-per
,Ahmadinejad,NNP,I-per
,dikatakan,VBD,O
,Selasa,NNP,B-tim
,itu,IN,O
,Eropa,JJ,B-gpe
,insentif,NNS,O
,ditujukan,VBN,O
,pada,IN,O
,membujuk,VBG,O
,Iran,NNP,B-gpe
,ke,TO,O
,akhir,VB,O
,-nya,PRP$,O
,nuklir,JJ,O
,bahan bakar,NN,O
,program,NN,O
,adalah,VBP,O
,sebuah,DT,O
,menyinggung,NN,O
,ke,TO,O
,itu,DT,O
,Iran,JJ,B-gpe
,nation,NN,O
,.,.,O
Sentence: 14,Dua,CD,O
,Jerman,NNS,B-gpe
,Dan,CC,O
,empat,CD,O
,Nigeria,JJ,B-gpe
,minyak,NN,O
,pekerja,NNS,O
,adalah,VBD,O
,diculik,VBN,O
,oleh,IN,O
,bersenjata,JJ,O
,militan,NNS,O
,selama,IN,O
,A,DT,O
,serangan,NN,O
,pada,IN,O
,A,DT,O
,kapal,NN,O
,di dalam,IN,O
,Nigeria,NNP,B-geo
,S,POS,O
,Selatan,JJ,O
,kaya minyak,JJ,O
,Delta,NNP,B-geo
,wilayah,NN,O
,.,.,O
Sentence: 15,Sebuah,DT,O
,resmi,NN,O
,dengan,IN,O
,itu,DT,O
,Jerman,JJ,B-gpe
,tegas,NN,O
,Jari mobil,NNP,B-org
,Berger,NNP,I-org
,",",",",O
,Thomas,NNP,B-per
,Horbach,NNP,I-per
,",",",",O
,dikatakan,VBD,O
,itu,DT,O
,pria bersenjata,NNS,O
,berhenti,VBD,O
,itu,DT,O
,memasok,NN,O
,kapal,NN,O
,Rabu,NNP,B-tim
,sebagai,IN,O
,dia,PRP,O
,berlayar,VBD,O
,dari,IN,O
,Delta,NNP,B-geo
,Negara,NNP,I-geo
,to,TO,O
,Bayels,NNP,B-geo
,Negara,NNP,I-geo
,ke,TO,O
,memeriksa,VB,O
,sebuah,DT,O
,di lepas pantai,JJ,O
,minyak,NN,O
,bidang,NN,O
,dimiliki,VBN,O
,oleh,IN,O
,Kerajaan-Belanda,NNP,B-org
,Kerang,NNP,I-org
,.,.,O
Sentence: 16,Itu,DT,O
,Jerman,JJ,B-gpe
,tegas,NN,O
,Pekerjaan,VBZ,O
,sebagai,IN,O
,A,DT,O
,sub-kontraktor,NN,O
,untuk,IN,O
,Kerang,NNP,B-org
,.,.,O
Sentence: 17,Militan,JJ,O
,kelompok,NNS,O
,sering,RB,O
,attack,VBP,O
,minyak,NN,O
,operasi,NNS,O
,di dalam,IN,O
,itu,DT,O
,Niger,NNP,B-geo
,Delta,NNP,I-geo
,ke,TO,O
,tuntutan,VB,O
,sosial,JJ,O
,jasa,NNS,O
,Dan,CC,O
,lebih baik,JJR,O
,pekerjaan,NN,O
,peluang,NNS,O
,dari,IN,O
,multinasional,JJ,O
,perusahaan,NNS,O
,.,.,O
Sentence: 18,Miskin,JJ,O
,warga,NNS,O
,sering,RB,O
,mengeluh,VBP,O
,mereka,PRP,O
,memiliki,VBP,O
,pernah,VBN,O
,ditipu,VBN,O
,keluar,IN,O
,dari,IN,O
,itu,DT,O
,sangat besar,JJ,O
,kekayaan,NNS,O
,diekstraksi,VBN,O
,dari,IN,O
,milik mereka,PRP$,O
,kesukuan,JJ,O
,tanah,NNS,O
,-,:,O
,Di mana,WRB,O
,itu,DT,O
,dalam jumlah besar,NN,O
,dari,IN,O
,Nigeria,NNP,B-gpe
,S,POS,O
,2.3,CD,O
,juta,CD,O
,barel,NNS,O
,dari,IN,O
,minyak bumi,NN,O
,adalah,VBP,O
,dipompa,VBN,O
,sehari-hari,RB,O
,.,.,O
Sentence: 19,Tersangka,JJ,O
,Islamis,JJ,O
,Pemberontak,NNS,O
,memiliki,VBP,O
,dipecat,VBN,O
,mortir,NN,O
,kerang,NNS,O
,pada,IN,O
,itu,DT,O
,istana,NN,O
,digunakan,VBN,O
,oleh,IN,O
,Somalia,NNP,B-geo
,S,POS,O
,interim,JJ,O
,Presiden,NNP,B-per
,Abdullahi,NNP,I-per
,Yusuf,NNP,I-per
,Ahmad,NNP,I-per
,.,.,O
Sentence: 20,Dia,PRP,O
,was,VBD,O
,bukan,RB,O
,langsung,RB,O
,jernih,JJ,O
,jika,IN,O
,itu,DT,O
,Presiden,NN,O
,dulu,VBD,O
,di dalam,IN,O
,itu,DT,O
,istana,NN,O
,di dalam,IN,O
,Mogadishu,NNP,B-geo
,Kapan,WRB,O
,itu,DT,O
,menyerang,NN,O
,muncul,VBD,O
,atau,CC,O
,jika,IN,O
,siapa pun,DT,O
,dulu,VBD,O
,terluka,VBN,O
,.,.,O
Sentence: 21,Lokal,JJ,O
,berita,NN,O
,Laporan,NNS,O
,dikatakan,VBD,O
,pada,IN,O
,paling sedikit,JJS,O
,lima,CD,O
,mortir,NN,O
,kerang,NNS,O
,memukul,VBD,O
,itu,DT,O
,istana,NN,O
,menggabungkan,NN,O
,Dan,CC,O
,lainnya,JJ,O
,mortir,NNS,O
,adalah,VBD,O
,dipecat,VBN,O
,di tempat lain,RB,O
,di dalam,IN,O
,Mogadishu,NNP,B-geo
,Rabu,NNP,B-tim
,.,.,O
Sentence: 22,Itu,DT,O
,serangan,NNS,O
,muncul,VBD,O
,setelah,IN,O
,itu,DT,O
,pemerintah,NN,O
,dikatakan,VBD,O
,dia,PRP,O
,akan,MD,O
,pergi,VB,O
,di depan,RB,O
,dengan,IN,O
,A,DT,O
,Rekonsiliasi,NN,O
,konferensi,NN,O
,ke,TO,O
,yang,WDT,O
,lagi,JJR,O
,dibandingkan,IN,O
,1.300,CD,O
,Somalia,JJ,B-gpe
,di tempat lain,NNS,O
,",",",",O
,panglima perang,NNS,O
,Dan,CC,O
,politisi,NNS,O
,adalah,VBP,O
,diundang,VBN,O
,.,.,O
Sentence: 23,Irak,JJ,B-gpe
,militer,JJ,O
,pejabat,NNS,O
,mengatakan,VBP,O
,tank,NNS,O
,Dan,CC,O
,pasukan,NNS,O
,memiliki,VBP,O
,tiba,VBN,O
,di dalam,IN,O
,itu,DT,O
,sebelah utara,JJ,O
,kota,NN,O
,Mosul,NNP,B-geo
,untuk,IN,O
,A,DT,O
,baru,JJ,O
,menyinggung,NN,O
,melawan,IN,O
,Al,NNP,B-org
,Qaida,NNP,I-org
,di dalam,IN,I-org
,Irak,NNP,I-org
,Pejuang,NNS,O
,.,.,O
Sentence: 24,Pejabat,NNS,O
,akan,MD,O
,bukan,RB,O
,mengatakan,VB,O
,Bagaimana,WRB,O
,banyak,JJ,O
,pasukan,NNS,O
,memiliki,VBP,O
,tiba,VBN,O
,di dalam,IN,O
,itu,DT,O
,Sunni,NNP,B-geo
,Arab,NNP,I-geo
,Dan,CC,O
,Kurdi,NNP,I-geo
,kota,NN,B-geo
,",",",",O
,Di mana,WRB,O
,pemboman,NNS,O
,terakhir,JJ,O
,pekan,NN,O
,terbunuh,VBD,O
,pada,IN,O
,paling sedikit,JJS,O
,34,CD,O
,rakyat,NNS,O
,Dan,CC,O
,luka,VBD,O
,lagi,JJR,O
,dibandingkan,IN,O
,200,CD,O
,.,.,O
Sentence: 25,KITA.,NNP,O
,komandan,NNS,O
,memiliki,VBP,O
,bukan,RB,O
,dijelaskan,VBN,O
,Bagaimana,WRB,O
,Amerika,JJ,B-gpe
,pasukan,NNS,O
,akan,MD,O
,ikut,VB,O
,di dalam,IN,O
,itu,DT,O
,menyinggung,NN,O
,.,.,O
Sentence: 26,Pejabat,NNS,O
,mengatakan,VBP,O
,Al,NNP,B-org
,Qaida,NNP,I-org
,di dalam,IN,I-org
,Irak,NNP,I-org
,Pejuang,NNS,O
,memiliki,VBP,O
,melarikan diri,VBN,O
,sukses,JJ,O
,kampanye,NNS,O
,melawan,IN,O
,mereka,PRP,O
,di dalam,IN,O
,Anbar,NNP,I-geo
,propinsi,NN,B-geo
,Dan,CC,O
,Bagdad,NNP,B-geo
,ke,TO,O
,lainnya,JJ,O
,sebelah utara,JJ,O
,provinsi,NNS,B-geo
,.,.,O
Sentence: 27,Mosul,NNP,I-geo
,adalah,VBZ,O
,itu,DT,O
,terbesar,JJS,O
,kota,NN,O
,utara,NN,O
,dari,IN,O
,Bagdad,NNP,B-geo
,Dan,CC,O
,memiliki,VBZ,O
,panjang,RB,O
,pernah,VBN,O
,A,DT,O
,kubu,NN,O
,dari,IN,O
,Sunni,NNP,B-org
,militan,JJ,O
,Pejuang,NNS,O
,.,.,O
Sentence: 28,Di dalam,IN,O
,lainnya,JJ,O
,kekerasan,NN,O
,",",",",O
,KITA.,NNP,O
,pejabat,NNS,O
,dikatakan,VBD,O
,satu,CD,O
,Amerika,JJ,B-gpe
,tentara,NN,O
,dulu,VBD,O
,terbunuh,VBN,O
,ketika,IN,O
,pada,IN,O
,patroli,NN,O
,di dalam,IN,O
,Bagdad,NNP,B-geo
,Minggu,NNP,B-tim
,.,.,O
Sentence: 29,Mesir,JJ,B-gpe
,POLISI,NNS,O
,memiliki,VBP,O
,ditangkap,VBN,O
,pada,IN,O
,paling sedikit,JJS,O
,16,CD,O
,anggota,NNS,O
,dari,IN,O
,itu,DT,O
,berlawanan,NN,O
,Muslim,NNP,I-org
,persaudaraan,NNP,B-org
,sebagai,IN,O
,Bagian,NNS,O
,dari,IN,O
,itu,DT,O
,negara,NN,O
,mempersiapkan,VB,O
,untuk,IN,O
,parlementer,JJ,O
,limpasan,NN,O
,pemilihan umum,NNS,O
,Sabtu,NNP,B-tim
,.,.,O
Sentence: 30,Itu,DT,O
,penangkapan,NNS,O
,muncul,VBD,O
,Jumat,NNP,B-tim
,di dalam,IN,O
,Alexandria,NNP,B-geo
,.,.,O
Sentence: 31,A,DT,O
,juru bicara,NN,O
,untuk,IN,O
,itu,DT,O
,persaudaraan,NNP,B-org
,dikatakan,VBD,O
,itu,DT,O
,penangkapan,NNS,O
,adalah,VBP,O
,sebuah,DT,O
,percobaan,NN,O
,ke,TO,O
,memotong,VB,O
,itu,DT,O
,persaudaraan,NNP,B-org
,mati,RB,O
,dari,IN,O
,-nya,PRP$,O
,pendukung,NNS,O
,Dan,CC,O
,hukuman,NN,O
,untuk,IN,O
,kemenangan,VBG,O
,parlementer,JJ,O
,tempat duduk,NNS,O
,di dalam,IN,O
,lebih awal,JJR,O
,pemilihan umum,NNS,O
,.,.,O
Sentence: 32,Itu,DT,O
,Muslim,NNP,B-org
,persaudaraan,NNP,I-org
,memiliki,VBZ,O
,tiga kali lipat,VBN,O
,-nya,PRP$,O
,kekuatan,NN,O
,di dalam,IN,O
,parlemen,NN,O
,di dalam,IN,O
,terkini,JJ,O
,pemilihan umum,NNS,O
,",",",",O
,pemeliharaan,VBG,O
,itu,DT,O
,berpesta,NN,O
,S,POS,O
,total,NN,O
,ke,TO,O
,47,CD,O
,tempat duduk,NNS,O
,.,.,O
Sentence: 33,Di dalam,IN,O
,Sabtu,NNP,B-tim
,S,POS,O
,pemilihan umum,NNS,O
,",",",",O
,pemilih,NNS,O
,akan,MD,O
,pemeran,VB,O
,surat suara,NNS,O
,di dalam,IN,O
,sembilan,CD,O
,provinsi,NNS,O
,Di mana,WRB,O
,TIDAK,DT,O
,calon,NN,O
,won,VBD,O
,A,DT,O
,mayoritas,NN,O
,di dalam,IN,O
,itu,DT,O
,sebelumnya,JJ,O
,bulat,NN,O
,dari,IN,O
,pemungutan suara,NN,O
,.,.,O
Sentence: 34,Itu,DT,O
,Muslim,NNP,B-org
,persaudaraan,NNP,I-org
,adalah,VBZ,O
,dilarang,VBN,O
,sebagai,IN,O
,A,DT,O
,politik,JJ,O
,berpesta,NN,O
,",",",",O
,Tetapi,CC,O
,dia,PRP,O
,mendukung,VBZ,O
,disebut,JJ,O
,mandiri,JJ,O
,kandidat,NNS,O
,yang,WP$,O
,kesetiaan,NN,O
,ke,IN,O
,itu,DT,O
,berpesta,NN,O
,adalah,VBZ,O
,diketahui,VBN,O
,ke,TO,O
,pemilih,NNS,O
,.,.,O
Sentence: 35,Garis keras,JJ,O
,anggota parlemen,NNS,O
,di dalam,IN,O
,Pakistan,NNP,B-geo
,S,POS,O
,Utara,NNP,B-geo
,Barat,NNP,I-geo
,Perbatasan,NNP,I-geo
,Propinsi,NNP,I-geo
,memiliki,VBP,O
,didorong,VBN,O
,melalui,IN,O
,A,DT,O
,hukum,NN,O
,itu,WDT,O
,tujuan,VBZ,O
,ke,TO,O
,Benang melingkar,VB,O
,"""",``,O
,Islam,JJ,O
,ketepatan,NN,O
,"""",``,O
,di dalam,IN,O
,publik,JJ,O
,tempat,NNS,O
,Dan,CC,O
,establishes,VBZ,O
,A,DT,O
,moralitas,NN,O
,POLISI,NN,O
,ke,TO,O
,melaksanakan,VB,O
,baik,JJ,O
,perilaku,NN,O
,.,.,O
Sentence: 36,A,DT,O
,enam partai,JJ,O
,koalisi,NN,O
,dari,IN,O
,keagamaan,JJ,O
,berdasarkan,VBN,O
,Para Pihak,NNS,O
,",",",",O
,itu,DT,O
,Sakit,NNP,B-org
,E-CoUNCILS,NNP,I-org
,",",",",O
,mendominasi,VBZ,O
,itu,DT,O
,Provinsi,JJ,O
,perakitan,NN,O
,",",",",O
,Jadi,IN,O
,itu,DT,O
,tagihan,NN,O
,dulu,VBD,O
,dengan mudah,RB,O
,lulus,VBN,O
,Kamis,NNP,B-tim
,oleh,IN,O
,A,DT,O
,Pilih,NN,O
,dari,IN,O
,68-34,CD,O
,.,.,O
Sentence: 37,Itu,DT,O
,Provinsi,JJ,O
,gubernur,NN,O
,harus,MD,O
,tetap,RB,O
,tanda,VB,O
,itu,DT,O
,tagihan,NN,O
,sebelum,IN,O
,dia,PRP,O
,menjadi,VBZ,O
,hukum,NN,O
,",",",",O
,A,DT,O
,melangkah,NN,O
,terlihat,VBN,O
,hanya,RB,O
,sebagai,IN,O
,A,DT,O
,formalitas,NN,O
,.,.,O
Sentence: 38,Itu,DT,O
,diajukan,JJ,O
,hukum,NN,O
,panggilan,VBZ,O
,untuk,IN,O
,pengaturan,VBG,O
,ke atas,RP,O
,A,DT,O
,"""",``,O
,keagamaan,JJ,O
,POLISI,NN,O
,memaksa,NN,O
,"""",``,O
,ke,TO,O
,membuat,VB,O
,Tentu,JJ,O
,rakyat,NNS,O
,mengikuti,VBP,O
,ke,TO,O
,Islam,JJ,O
,nilai,NNS,O
,di dalam,IN,O
,publik,JJ,O
,tempat,NNS,O
,",",",",O
,Dan,CC,O
,hiburan,NN,O
,outlet,NNS,O
,menutup,RB,O
,selama,IN,O
,mingguan,JJ,O
,Jumat,NNP,B-tim
,doa,NNS,O
,.,.,O
Sentence: 39,Pelanggar,NNS,O
,bisa,MD,O
,menjadi,VB,O
,Dipenjara,VBN,O
,untuk,IN,O
,ke atas,RB,O
,ke,TO,O
,enam,CD,O
,bulan,NNS,O
,.,.,O
Sentence: 40,Itu,DT,O
,berlawanan,NN,O
,memiliki,VBZ,O
,dikecam,VBN,O
,itu,DT,O
,ukuran,NN,O
,",",",",O
,perbandingan,VBG,O
,dia,PRP,O
,ke,TO,O
,itu,DT,O
,keras,JJ,O
,aturan,NN,O
,dari,IN,O
,itu,DT,O
,mantan,JJ,O
,Taliban,NNP,B-org
,di dalam,IN,O
,berdekatan,VBG,O
,Afganistan,NNP,B-geo
,.,.,O
Sentence: 41,Inggris,JJ,B-gpe
,POLISI,NNS,O
,mengatakan,VBP,O
,mereka,PRP,O
,memiliki,VBP,O
,ditangkap,VBN,O
,A,DT,O
,pria,NN,O
,WHO,WP,O
,berpakaian,VBD,O
,sebagai,IN,O
,bunuh diri,NN,O
,pembom,NN,O
,pada,IN,O
,A,DT,O
,demonstrasi,NN,O
,melawan,IN,O
,itu,DT,O
,publikasi,NN,O
,dari,IN,O
,kartun,NNS,O
,menggambarkan,VBG,O
,Islam,NNP,B-org
,S,POS,O
,Nabi,NNP,B-per
,Muhammad,NNP,I-per
,.,.,O
Sentence: 42,Bedfordshire,NNP,B-gpe
,POLISI,NNS,O
,dikatakan,VBD,O
,Selasa,NNP,B-tim
,itu,IN,O
,Omar,NNP,B-per
,Khayam,NNP,I-per
,dulu,VBD,O
,ditangkap,VBN,O
,di dalam,IN,O
,Bedford,NNP,B-geo
,untuk,IN,O
,melanggar,VBG,O
,itu,DT,O
,kondisi,NNS,O
,dari,IN,O
,miliknya,PRP$,O
,pembebasan bersyarat,NN,O
,.,.,O
Sentence: 43,POLISI,NNS,O
,dikatakan,VBD,O
,itu,DT,O
,Inggris,NNP,B-org
,Rumah,NNP,I-org
,Kantor,NNP,I-org
,dicari,VBD,O
,sebuah,DT,O
,penyelidikan,NN,O
,dari,IN,O
,Khayam,NNP,B-per
,S,POS,O
,perilaku,NN,O
,setelah,IN,O
,Dia,PRP,O
,dulu,VBD,O
,difoto,VBN,O
,terakhir,JJ,O
,pekan,NN,O
,pada,IN,O
,A,DT,O
,demonstrasi,NN,O
,berpakaian,VBN,O
,di dalam,IN,O
,kelelahan,NNS,O
,",",",",O
,A,DT,O
,hitam,JJ,O
,topi,NN,O
,",",",",O
,Dan,CC,O
,A,DT,O
,tebal,JJ,O
,sabuk,NN,O
,.,.,O
Sentence: 44,A,DT,O
,Rumah,NNP,B-org
,Kantor,NNP,I-org
,juru bicara,NN,O
,diberi tahu,VBD,O
,itu,DT,O
,Terkait,NNP,B-org
,Tekan,NNP,I-org
,itu,IN,O
,jika,IN,O
,itu,DT,O
,perilaku,NN,O
,dari,IN,O
,A,DT,O
,dibebaskan,JJ,O
,pelanggar,NN,O
,memberi,VBZ,O
,menyebabkan,NN,O
,untuk,IN,O
,kekhawatiran,NN,O
,",",",",O
,Dia,PRP,O
,Bisa,MD,O
,menjadi,VB,O
,terkirim,VBN,O
,kembali,RB,O
,ke,TO,O
,penjara,NN,O
,.,.,O
Sentence: 45,Itu,DT,O
,Ap,NNP,B-org
,Juga,RB,O
,Laporan,VBZ,O
,Khayam,NNP,B-per
,memiliki,VBZ,O
,pernah,VBN,O
,pada,IN,O
,pembebasan bersyarat,NN,O
,dari,IN,O
,penjara,NN,O
,sejak,IN,O
,terakhir,JJ,O
,tahun,NN,O
,setelah,IN,O
,porsi,VBG,O
,setengah,PDT,O
,miliknya,PRP$,O
,enam tahun,JJ,O
,kalimat,NN,O
,untuk,IN,O
,obat,NN,O
,berurusan,NN,O
,.,.,O
Sentence: 46,Pakistan,JJ,B-gpe
,pejabat,NNS,O
,mengatakan,VBP,O
,tidak teridentifikasi,JJ,O
,pria bersenjata,NNS,O
,memiliki,VBP,O
,terbunuh,VBN,O
,tiga,CD,O
,rakyat,NNS,O
,",",",",O
,termasuk,VBG,O
,A,DT,O
,mantan,JJ,O
,pemerintah,NN,O
,menteri,NN,O
,",",",",O
,di dalam,IN,O
,A,DT,O
,semi-otonom,JJ,O
,kesukuan,JJ,O
,wilayah,NN,O
,berbatasan,VBG,O
,Afganistan,NNP,B-geo
,.,.,O
Sentence: 47,Itu,DT,O
,pejabat,NNS,O
,mengatakan,VBP,O
,menonjol,JJ,O
,kesukuan,JJ,O
,pemimpin,NN,O
,Malik,NNP,B-per
,Ferdellah,NNP,I-per
,Khan,NNP,I-per
,dulu,VBD,O
,bepergian,VBG,O
,di dalam,IN,O
,Selatan,NNP,B-geo
,Waziristan,NNP,I-geo
,Minggu,NNP,B-tim
,Kapan,WRB,O
,miliknya,PRP$,O
,kendaraan,NN,O
,dulu,VBD,O
,disergap,VBN,O
,di dalam,IN,O
,itu,DT,O
,Kani,NNP,B-geo
,Wam,NNP,I-geo
,daerah,NN,O
,.,.,O
Sentence: 48,Miliknya,PRP$,O
,pengemudi,NN,O
,Dan,CC,O
,A,DT,O
,kesukuan,JJ,O
,lebih tua,NN,O
,adalah,VBD,O
,Juga,RB,O
,terbunuh,VBN,O
,.,.,O
Sentence: 49,TIDAK,DT,O
,satu,NN,O
,memiliki,VBZ,O
,diklaim,VBN,O
,tanggung jawab,NN,O
,untuk,IN,O
,itu,DT,O
,pembunuhan,NNS,O
,.,.,O
Sentence: 50,Itu,DT,O
,penyergapan,NN,O
,telah datang,VBD,O
,A,DT,O
,hari,NN,O
,setelah,IN,O
,A,DT,O
,komandan,NN,O
,dari,IN,O
,Pakistan,JJ,B-gpe
,pasukan,NNS,O
,dikatakan,VBD,O
,itu,DT,O
,tentara,NN,O
,memiliki,VBZ,O
,hampir,RB,O
,sama sekali,RB,O
,dihilangkan,VBN,O
,militan,NNS,O
,di dalam,IN,O
,Selatan,NNP,B-geo
,Waziristan,NNP,I-geo
,.,.,O
Sentence: 51,Itu,DT,O
,daerah,NN,O
,menjadi,VBD,O
,A,DT,O
,tempat berlindung,NN,O
,untuk,IN,O
,banyak,JJ,O
,Al Qaeda,NNP,B-org
,Dan,CC,O
,Taliban,NNP,B-org
,Pejuang,NNS,O
,setelah,IN,O
,itu,DT,O
,Taliban,NNP,B-org
,pemerintah,NN,O
,dulu,VBD,O
,digulingkan,VBN,O
,di dalam,IN,O
,Afganistan,NNP,B-geo
,di dalam,IN,O
,2001,CD,B-tim
,.,.,O
Sentence: 52,A,DT,O
,senior,JJ,O
,Pakistan,JJ,B-gpe
,militer,JJ,O
,resmi,NN,O
,mengatakan,VBZ,O
,Pakistan,NNP,B-gpe
,keinginan,VBZ,O
,ke,TO,O
,meletakkan,VB,O
,Apa,WP,O
,Dia,PRP,O
,panggilan,VBZ,O
,itu,DT,O
,"""",``,O
,mesum,JJ,O
,bab,NN,O
,"""",``,O
,dari,IN,O
,proliferasi,NN,O
,oleh,IN,O
,satu,CD,O
,dari,IN,O
,-nya,PRP$,O
,atas,JJ,O
,Ilmuwan,NNS,O
,di belakang,IN,O
,dia,PRP,O
,Dan,CC,O
,membangun,VB,O
,sipil,JJ,O
